Model,Task,Seed,FP32_Acc,FP32_Size_MB,Total_Params,FP32,Uniform_INT8,Uniform_INT6,Uniform_INT4,Mixed_INT16x8,Conservative_Hybrid_25,Conservative_Hybrid_50,Dynamic_INT8,PerTensor_INT8,PerTensor_INT4,Pruned_Acc,Sparsity_Pct,QAT_Acc,Hybrid_Acc,Hybrid_INT4_Layers,Hybrid_INT8_Layers,Hybrid_INT4_Ratio,Hybrid_Size_MB,compression_ratio,size_reduction_pct,accuracy_drop,accuracy_retention_pct,Elapsed_Time_Sec,allocated_mb,reserved_mb
distilbert-base-uncased,sst2,42,0.9059633027522935,255.41309356689453,66955010,0.9059633027522935,0.9071100917431193,0.9048165137614679,0.9036697247706422,0.9071100917431193,0.9105504587155964,0.9048165137614679,0.9071100917431193,0.9071100917431193,0.5091743119266054,0.8715596330275229,9.643795989117583,,0.8704128440366973,11,29,0.275,55.07344830036163,4.63768115942029,78.4375,0.035550458715596256,96.07594936708863,370.9301345348358,1051.982421875,2748.0
