Model,Task,Seed_Mean,Seed_Std,FP32_Acc_Mean,FP32_Acc_Std,FP32_Size_MB_Mean,FP32_Size_MB_Std,Total_Params_Mean,Total_Params_Std,FP32_Mean,FP32_Std,Uniform_INT8_Mean,Uniform_INT8_Std,Uniform_INT6_Mean,Uniform_INT6_Std,Uniform_INT4_Mean,Uniform_INT4_Std,Mixed_INT16x8_Mean,Mixed_INT16x8_Std,Conservative_Hybrid_25_Mean,Conservative_Hybrid_25_Std,Conservative_Hybrid_50_Mean,Conservative_Hybrid_50_Std,Dynamic_INT8_Mean,Dynamic_INT8_Std,PerTensor_INT8_Mean,PerTensor_INT8_Std,PerTensor_INT4_Mean,PerTensor_INT4_Std,Pruned_Acc_Mean,Pruned_Acc_Std,Sparsity_Pct_Mean,Sparsity_Pct_Std,QAT_Acc_Mean,QAT_Acc_Std,Hybrid_Acc_Mean,Hybrid_Acc_Std,Hybrid_INT4_Layers_Mean,Hybrid_INT4_Layers_Std,Hybrid_INT8_Layers_Mean,Hybrid_INT8_Layers_Std,Hybrid_INT4_Ratio_Mean,Hybrid_INT4_Ratio_Std,Hybrid_Size_MB_Mean,Hybrid_Size_MB_Std,compression_ratio_Mean,compression_ratio_Std,size_reduction_pct_Mean,size_reduction_pct_Std,accuracy_drop_Mean,accuracy_drop_Std,accuracy_retention_pct_Mean,accuracy_retention_pct_Std,Elapsed_Time_Sec_Mean,Elapsed_Time_Sec_Std,allocated_mb_Mean,allocated_mb_Std,reserved_mb_Mean,reserved_mb_Std
distilbert-base-uncased,sst2,42.0,,0.9059633027522935,,255.41309356689453,,66955010.0,,0.9059633027522935,,0.9071100917431193,,0.9048165137614679,,0.9036697247706422,,0.9071100917431193,,0.9105504587155964,,0.9048165137614679,,0.9071100917431193,,0.9071100917431193,,0.5091743119266054,,0.8715596330275229,,9.643795989117583,,,,0.8704128440366973,,11.0,,29.0,,0.275,,55.07344830036163,,4.63768115942029,,78.4375,,0.035550458715596256,,96.07594936708863,,370.9301345348358,,1051.982421875,,2748.0,
